"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220101 ~ 20221231"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 도로명주소"
"시도 : 서울특별시"
"시군구 : 전체"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","47.9"," ","15,505","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","46.5"," ","15,059","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","62.74"," ","20,301","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","32.36"," ","16,403","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","26.93"," ","10,421","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","26.93"," ","11,901","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","34.03"," ","13,400","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","877.81"," ","207,469","null","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","39.01"," ","9,221","null","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","72.92"," ","17,235","null","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","53.56"," ","29,645","2","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","51.66"," ","17,101","2","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","13.53"," ","4,463","2","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제2종근린생활","25m이상","57.36"," ","22,939","2","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제2종근린생활","25m이상","71.07"," ","28,417","2","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제2종근린생활","25m이상","134.5"," ","53,777","2","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제2종근린생활","25m이상","109.97"," ","43,980","2","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제2종근린생활","25m이상","94.64"," ","37,809","2","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","11.63"," ","5,611","2","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","9.15"," ","5,652","2","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","23.3"," ","13,627","2","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","24.07"," ","13,627","2","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","39.97"," ","14,429","2","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","24.41"," ","12,586","2","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","56.91"," ","22,014","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","69.28"," ","26,805","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","133.94"," ","44,776","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","103.51"," ","34,609","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","83.35"," ","27,871","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","47.23"," ","18,603","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","47.47"," ","18,979","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","32.51"," ","13,023","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","73.09"," ","25,332","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","24.86"," ","11,257","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","30.03"," ","13,655","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","25.3"," ","12,703","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","165.19"," ","48,196","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","112.28"," ","33,412","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","142.78"," ","42,476","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","103.5"," ","36,591","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","139.37"," ","40,204","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","업무","25m이상","112"," ","31,263","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","업무","25m이상","98.49"," ","29,783","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","3533.42"," ","153,452","null","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","139.2"," ","15,339","null","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","29.4"," ","3,239","null","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","69.31"," ","70,927","1","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","교육연구","25m이상","89.2"," ","22,045","4","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","교육연구","25m이상","89.2"," ","22,045","4","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","교육연구","25m이상","69.84"," ","21,741","4","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","업무","25m이상","69.84"," ","21,741","4","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","업무","25m이상","87.7"," ","27,299","4","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","45.9"," ","25,913","null","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","15.03"," ","5,432","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","9.15"," ","5,285","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","25.5"," ","9,511","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","14.7"," ","5,492","3","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","136.74"," ","33,320","4","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","69.84"," ","14,442","4","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","69.84"," ","14,442","4","202206","7"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.54"," ","5,000","null","202206","10"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","성안로","일반상업","업무","25m이상","29.08"," ","12,000","8","202206","13"," ","2004","","중개거래","서울 강동구"
"서울특별시 강동구 천호동","일반","5**","진황도로","일반상업","제2종근린생활","25m미만","135.1","147.00","270,700","null","202206","16"," ","2016","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로","일반상업","제2종근린생활","25m이상","14.64"," ","3,650","null","202206","16"," ","1994","","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","4**","구천면로","준주거","제2종근린생활","25m미만","135.27"," ","66,300","null","202206","19"," ","2017","","중개거래","경기 군포시"
"서울특별시 강동구 천호동","집합","1*","구천면로64길","제2종일반주거","제2종근린생활","8m미만","25.32"," ","22,000","1","202206","21"," ","2018","","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","1*","구천면로64길","제2종일반주거","제2종근린생활","8m미만","20.91"," ","18,000","1","202206","21"," ","2018","","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","1*","구천면로64길","제2종일반주거","제2종근린생활","8m미만","25.32"," ","22,000","1","202206","21"," ","2018","20220627","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","14.7"," ","17,379","3","202206","21"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","25.5"," ","30,098","3","202206","21"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","9.15"," ","8,500","2","202206","22"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","598.3"," ","142,234","null","202206","22"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","49.81"," ","170,000","1","202206","23"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","51.66"," ","53,138","2","202206","27"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","13.53"," ","13,862","2","202206","27"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제1종근린생활","25m이상","133.94"," ","112,928","3","202206","28"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","23.3"," ","23,400","2","202206","28"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.08"," ","5,000","1","202207","1"," ","2003","","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","4**","성안로","일반상업","업무","25m이상","32.95"," ","15,000","6","202207","2"," ","2004","20220704","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제2종근린생활","25m이상","269.45"," ","54,521","null","202207","4"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","일반","3**","천중로15가길","제2종일반주거","제2종근린생활","12m미만","843.93","464.10","480,000","null","202207","4"," ","1992","","중개거래","서울 강남구"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제2종근린생활","25m이상","1101.57"," ","222,893","null","202207","4"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","29.4"," ","4,462","null","202207","4"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","139.2"," ","21,124","null","202207","4"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","일반","4**","올림픽로70길","일반상업","숙박","8m미만","1255.46","264.00","840,000","null","202207","11"," ","2003","","중개거래","서울 중구"
"서울특별시 강동구 천호동","집합","4**","성안로","일반상업","업무","25m이상","29.08"," ","11,800","7","202207","13"," ","2004","","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","4**","성안로","일반상업","업무","25m이상","29.08"," ","11,000","9","202207","17"," ","2004","","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","4**","성안로","일반상업","업무","25m이상","29.08"," ","11,500","10","202207","17"," ","2004","","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","39.97"," ","34,950","2","202207","19"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","26.93"," ","24,589","3","202207","21"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","24.41"," ","23,500","2","202207","21"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.28"," ","1,900","4","202207","22"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","8.3"," ","30,000","1","202207","26"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","구천면로","준주거","제1종근린생활","25m미만","56.17"," ","64,800","1","202208","1"," ","2017","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","-","일반상업","판매","25m미만","40.21"," ","10,000","null","202208","8"," ","1988","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","790.57"," ","80,000","null","202208","10"," ","2007","20220830","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","2413.82"," ","420,000","null","202208","10"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","790.57"," ","80,000","null","202208","10"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","83.35"," ","61,058","3","202208","11"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","133.94"," ","98,117","3","202208","11"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","103.51"," ","75,826","3","202208","11"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","24.07"," ","19,500","2","202208","13"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","3.69"," ","990","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","6.39"," ","1,717","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","5.38"," ","1,449","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.16"," ","1,121","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","5"," ","1,360","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","7.86"," ","2,135","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","5.63"," ","1,527","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","5.01"," ","1,360","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.2"," ","1,139","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","3.57"," ","1,306","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","5.64"," ","1,515","41","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","5.35"," ","1,437","41","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","8.11"," ","2,165","41","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","5.42"," ","1,455","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.59"," ","1,246","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.59"," ","1,246","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.25"," ","1,151","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","6.53"," ","1,771","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.11"," ","1,115","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","6.75"," ","1,813","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.2"," ","1,127","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.11"," ","1,103","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","3.57"," ","966","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.38"," ","1,181","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","5.34"," ","1,449","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","6.12"," ","1,646","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.75"," ","1,276","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","5.28"," ","1,419","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.95"," ","1,330","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.8"," ","1,288","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.34"," ","1,169","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","3.57"," ","966","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","3.57"," ","966","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","3.57"," ","966","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","5.4"," ","1,455","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","5.4"," ","1,455","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","3.57"," ","966","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","3.82"," ","7,000","1","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","3.82"," ","7,500","1","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","3.82"," ","7,500","1","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.59"," ","1,246","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.59"," ","1,246","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.25"," ","1,151","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","5.8"," ","1,574","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","6.1"," ","1,658","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.16"," ","1,121","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.18"," ","1,127","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.2"," ","1,139","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","11.04"," ","2,970","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.38"," ","1,181","4","202208","17"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","156.65"," ","136,523","3","202208","18"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","53.56"," ","55,168","2","202208","20"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제1종근린생활","25m이상","156.65"," ","136,523","3","202208","20"," ","2007","20220830","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로","일반상업","제2종근린생활","25m이상","32.47"," ","46,479","null","202208","23"," ","2015","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","32.36"," ","30,000","3","202208","24"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","일반","4**","선사로","제3종일반주거","제1종근린생활","8m미만","121.54","132.00","136,000","null","202208","24"," ","2003","","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","4**","올림픽로70길","일반상업","제1종근린생활","12m미만","40.15"," ","105,000","1","202208","25"," ","2004","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","45.12"," ","153,696","1","202208","26"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","48.85"," ","166,419","1","202208","26"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","39.63"," ","135,005","1","202208","26"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.42"," ","2,000","4","202208","29"," ","2003","","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","11.63"," ","10,500","2","202209","12"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","1**","진황도로31길","준주거","제2종근린생활","8m미만","39.28"," ","41,000","1","202209","20"," ","2004","","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","2**","상암로","제2종일반주거","제2종근린생활","25m미만","20.49"," ","19,800","1","202209","26"," ","2012","20221012","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","2**","상암로","제2종일반주거","제2종근린생활","25m미만","20.49"," ","19,800","1","202209","26"," ","2012","","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","26.93"," ","23,000","3","202209","28"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","일반","3*","양재대로","제3종일반주거","제1종근린생활","25m이상","1260.9","356.60","675,000","null","202210","2"," ","1991","","중개거래","서울 강동구"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제2종근린생활","25m이상","71.07"," ","64,907","2","202210","5"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제2종근린생활","25m이상","109.97"," ","100,440","2","202210","5"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","-","일반상업","판매","25m미만","53.97"," ","8,900","null","202210","5"," ","1990","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제2종근린생활","25m이상","94.64"," ","86,432","2","202210","5"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제2종근린생활","25m이상","134.5"," ","122,841","2","202210","5"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제2종근린생활","25m이상","57.36"," ","52,379","2","202210","5"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","천호대로157길","일반상업","판매","12m미만","4.08"," ","4,500","1","202210","12"," ","2003","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","-","일반상업","판매","25m미만","22.47"," ","7,800","null","202210","18"," ","1988","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","-","일반상업","판매","25m미만","14.84"," ","5,600","null","202210","26"," ","1990","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","-","일반상업","판매","25m미만","8.56"," ","3,400","null","202211","1"," ","1988","","직거래","-"
"서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","제2종근린생활","25m이상","5413.64"," ","800,000","null","202211","1"," ","2007","","직거래","-"
"서울특별시 강동구 천호동","집합","4*","양재대로121길","제2종일반주거","제1종근린생활","12m미만","28.77"," ","5,900","null","202211","1"," ","1997","","직거래","-"
